image_path,split_original,horse_id,face_region,face_region_code,pain_score,pain_label,binary_pain_label,source_filename,source_file_id,source_sha256,width,height,mode,is_valid,corruption_error,exported_sha256
data/raw/train_raw/01703_1a402c86-7bc_M1_C2__27_.jpg,train_raw,M1,mouth_nostrils,C,2,obviously_present,pain,M1_C2 (27).jpg,1a402c86-7bcb-4026-a3c2-c0ccc4c7d732,e760db478a8dc1df7e7994b0b0a2cb605383b169314b49a22efc4e520bf29ee2,161,155,RGB,True,,3ee117cf24eedd10ac8673b4e0de978b7d6b757f9191cd1bc9816c80c6efe848
data/raw/train_raw/01649_8bfe5934-118_M1_C1__68_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (68).jpg,8bfe5934-118d-416e-bb56-a97316302397,29af31075e17dddc7de63411cd1dd80f0f7d15c98d49ee4f1b090c03a8469ce2,147,148,RGB,True,,3f4e1d9a623dd99c69843435f50573bcbe0dc5f6ee90df89321e3b5c26cb2224
data/raw/train_raw/01650_54e23744-966_M1_C1__69_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (69).jpg,54e23744-966b-4ab8-a1db-61a0110e2eaf,29af31075e17dddc7de63411cd1dd80f0f7d15c98d49ee4f1b090c03a8469ce2,147,148,RGB,True,,3f4e1d9a623dd99c69843435f50573bcbe0dc5f6ee90df89321e3b5c26cb2224
data/raw/train_raw/01521_e69ef4fd-9c8_M1_C1__118_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (118).jpg,e69ef4fd-9c83-4722-811f-d84f3d4a41cb,3b45ddb718674bbed3ffa1833cbc6e4d2d1f273f5fe4d4a502813d64a493afc5,123,151,RGB,True,,3fdac112c8d24ac4f0e1746ac2ce9bba45620abd1abeb06247b30bff29c778d2
data/raw/train_raw/01522_7e070577-4f4_M1_C1__119_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (119).jpg,7e070577-4f45-434f-83bf-3541c09c00d8,3b45ddb718674bbed3ffa1833cbc6e4d2d1f273f5fe4d4a502813d64a493afc5,123,151,RGB,True,,3fdac112c8d24ac4f0e1746ac2ce9bba45620abd1abeb06247b30bff29c778d2
data/raw/train_raw/01552_7e3c7d72-144_M1_C1__146_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (146).jpg,7e3c7d72-144f-429a-95cf-6d8697621a16,7730708d2024b4d069743cb4e7833f01975d5f7621df2bc1f13dafed336a7f9e,132,184,RGB,True,,402efdef0bc4464f0384b716608344139263fb42edfd1084fb3dfae8231fb45d
data/raw/train_raw/01553_6964d198-626_M1_C1__147_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (147).jpg,6964d198-626e-4636-8deb-1ea675afe4c3,7730708d2024b4d069743cb4e7833f01975d5f7621df2bc1f13dafed336a7f9e,132,184,RGB,True,,402efdef0bc4464f0384b716608344139263fb42edfd1084fb3dfae8231fb45d
data/raw/train_raw/00674_906ce95f-15a_M1_A2__28_.jpg,train_raw,M1,ears,A,2,obviously_present,pain,M1_A2 (28).jpg,906ce95f-15a9-456d-90d1-0817bb3a19bd,b315b556f9a36e2f40d9102e98f12278d45acc455fbc92bd7ad8d28c3cfc5e4c,172,238,RGB,True,,403af618df8a193ad8a7db5033c8e8880f3aec2b507f850b44e2b1bb12585374
data/raw/train_raw/00675_064cd657-bad_M1_A2__29_.jpg,train_raw,M1,ears,A,2,obviously_present,pain,M1_A2 (29).jpg,064cd657-badb-44ba-8e85-dc8e0d4e7641,b315b556f9a36e2f40d9102e98f12278d45acc455fbc92bd7ad8d28c3cfc5e4c,172,238,RGB,True,,403af618df8a193ad8a7db5033c8e8880f3aec2b507f850b44e2b1bb12585374
data/raw/train_raw/01395_48d5c220-b9c_M1_C0__251_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (251).jpg,48d5c220-b9c0-4853-8af6-bb55bad9fbb0,3803a70bfb04df7813b076e938795710e81eb33e6dbc4276d2d030ad023a4481,98,108,RGB,True,,4090d10708d3916d8e6651fcb9d40db244bdc275e9ff3a34180e5d377994a2ee
data/raw/train_raw/01396_c86129c6-467_M1_C0__252_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (252).jpg,c86129c6-4671-4772-b928-068a5ecbf529,3803a70bfb04df7813b076e938795710e81eb33e6dbc4276d2d030ad023a4481,98,108,RGB,True,,4090d10708d3916d8e6651fcb9d40db244bdc275e9ff3a34180e5d377994a2ee
data/raw/train_raw/00290_f505c1b2-02d_M1_A0__360_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (360).jpg,f505c1b2-02d2-46d5-97bd-1527d474f36a,729155c1ad5b810f785cf8c03b2d3cb28382fbb4991cd08b5200a37445edcbe8,156,241,RGB,True,,40da7aea34ef4cdc8c00d4493982c3715bb3ff8c43a4127d0e2bc138bbd1bb63
data/raw/train_raw/00291_ee8ba386-327_M1_A0__361_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (361).jpg,ee8ba386-327d-4ffd-87e6-189a2985b786,729155c1ad5b810f785cf8c03b2d3cb28382fbb4991cd08b5200a37445edcbe8,156,241,RGB,True,,40da7aea34ef4cdc8c00d4493982c3715bb3ff8c43a4127d0e2bc138bbd1bb63
data/raw/train_raw/02173_74c4d584-5f8_M2_C1__10_.jpg,train_raw,M2,mouth_nostrils,C,1,moderately_present,pain,M2_C1 (10).jpg,74c4d584-5f86-4061-852b-450cf1cff5fd,d1ef61a53f1cb7fd0f3ef4764b53c17edb79b9630eb0021a193c445c7ebb3e53,145,150,RGB,True,,410cc8ff03ba8566c5dd44705469e17b870ad6bd9a6395941dc83ba7d3dd3fbe
data/raw/train_raw/02174_9b3614e7-83e_M2_C1__11_.jpg,train_raw,M2,mouth_nostrils,C,1,moderately_present,pain,M2_C1 (11).jpg,9b3614e7-83e3-4a9e-963e-1158935ada93,d1ef61a53f1cb7fd0f3ef4764b53c17edb79b9630eb0021a193c445c7ebb3e53,145,150,RGB,True,,410cc8ff03ba8566c5dd44705469e17b870ad6bd9a6395941dc83ba7d3dd3fbe
data/raw/train_raw/00037_a8a21255-b7e_M1_A0__132_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (132).jpg,a8a21255-b7e9-4389-a015-edf13e3f6c3b,7920d44375de2087750c82764b805c8c337209912b74550b50187203425e4826,199,226,RGB,True,,41539f1839fc28450ae466f9f979c939d2ec19342b8c40bdd8d571eaf92defd2
data/raw/train_raw/00038_debfb07a-03b_M1_A0__133_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (133).jpg,debfb07a-03bc-4934-a4a3-e4b8f11b04e9,7920d44375de2087750c82764b805c8c337209912b74550b50187203425e4826,199,226,RGB,True,,41539f1839fc28450ae466f9f979c939d2ec19342b8c40bdd8d571eaf92defd2
data/raw/train_raw/00938_cfe7a1d2-296_M1_B1__104_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (104).jpg,cfe7a1d2-2960-4b8c-a0cd-b698a2ae6c02,b78147151ceaadad736a9a51d69b1d47d9aace275b22148f9ca2ca63c8945a50,120,195,RGB,True,,418cd696a5437f76c0a918855e46585fa6d27de8d9c6ba3ab9b2fa0d355d9768
data/raw/train_raw/00939_d19460f2-c2f_M1_B1__105_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (105).jpg,d19460f2-c2fb-4a50-b29b-842e889d226f,b78147151ceaadad736a9a51d69b1d47d9aace275b22148f9ca2ca63c8945a50,120,195,RGB,True,,418cd696a5437f76c0a918855e46585fa6d27de8d9c6ba3ab9b2fa0d355d9768
data/raw/train_raw/02060_c6fac160-fdb_M2_B0__24_.jpg,train_raw,M2,eyes,B,0,not_present,no_pain,M2_B0 (24).jpg,c6fac160-fdb7-428b-871e-7a5d3576a45c,8fdb9461b3245087dface37bb5234ec6aaea787014627c2902c55fc194efcfe1,121,101,RGB,True,,4195b540d03ca07913678ab977c2a5419990714817eeae42adccda5d3015b798
data/raw/train_raw/02061_e9459634-72c_M2_B0__25_.jpg,train_raw,M2,eyes,B,0,not_present,no_pain,M2_B0 (25).jpg,e9459634-72c3-4b77-a0f7-bb34092ee230,8fdb9461b3245087dface37bb5234ec6aaea787014627c2902c55fc194efcfe1,121,101,RGB,True,,4195b540d03ca07913678ab977c2a5419990714817eeae42adccda5d3015b798
data/raw/train_raw/01696_0e3a44b6-8c7_M1_C2__20_.jpg,train_raw,M1,mouth_nostrils,C,2,obviously_present,pain,M1_C2 (20).jpg,0e3a44b6-8c78-4756-a386-02d5180251c5,a836de9e0039f23644440bbf615374c9ae721265791b9847f4376f52bccaa7cd,104,113,RGB,True,,41f1137f47169f98a683bf50279f4b391970cc666fbfe6164e054d60bada4e72
data/raw/train_raw/01697_18115f36-e6d_M1_C2__21_.jpg,train_raw,M1,mouth_nostrils,C,2,obviously_present,pain,M1_C2 (21).jpg,18115f36-e6dd-4737-89b7-b4f616c7c4d2,a836de9e0039f23644440bbf615374c9ae721265791b9847f4376f52bccaa7cd,104,113,RGB,True,,41f1137f47169f98a683bf50279f4b391970cc666fbfe6164e054d60bada4e72
data/raw/train_raw/00381_0d6034c3-051_M1_A0__442_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (442).jpg,0d6034c3-051d-4eb5-864c-f068bbd02b9a,82ff5efa6ca22ee4bd672b2e4c04430e17180ce2a60f807528e0dd2ae9d26234,133,262,RGB,True,,4261abf52469b14007f606786c1ba61f3b8a8e83983fd869ae530361d8aa32b6
data/raw/train_raw/00382_55c2ce66-9a4_M1_A0__443_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (443).jpg,55c2ce66-9a46-45dd-8eb9-83ca617135f6,82ff5efa6ca22ee4bd672b2e4c04430e17180ce2a60f807528e0dd2ae9d26234,133,262,RGB,True,,4261abf52469b14007f606786c1ba61f3b8a8e83983fd869ae530361d8aa32b6
data/raw/train_raw/01264_8c7f6bbf-b50_M1_C0__133_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (133).jpg,8c7f6bbf-b504-436d-99ac-6e22cb997319,a742852a5e8a05476c681f10a73688841ed29d11574fcbda6adc0e9e15419ff6,105,127,RGB,True,,42a95f950ad6753604400be4fcce48c6f6721fd6843b9001a9b0132f62ce6228
data/raw/train_raw/01265_1384610f-b25_M1_C0__134_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (134).jpg,1384610f-b259-43ca-b0a9-8ad6042d7d90,a742852a5e8a05476c681f10a73688841ed29d11574fcbda6adc0e9e15419ff6,105,127,RGB,True,,42a95f950ad6753604400be4fcce48c6f6721fd6843b9001a9b0132f62ce6228
data/raw/train_raw/00913_67db698e-ea2_M1_B0__82_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (82).jpg,67db698e-ea22-49a3-a3f7-136b30552f93,4d306006a8d3079f17fef83bc28dd425739b7127c92d22523474e7621d25858e,103,131,RGB,True,,430de793603f367f6516786d325e2496bead2dfbc43b1fa2d39cc448035fff5b
data/raw/train_raw/00914_2b78f4d6-d4b_M1_B0__83_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (83).jpg,2b78f4d6-d4b8-443c-8c6c-9ae186c8c824,4d306006a8d3079f17fef83bc28dd425739b7127c92d22523474e7621d25858e,103,131,RGB,True,,430de793603f367f6516786d325e2496bead2dfbc43b1fa2d39cc448035fff5b
data/raw/train_raw/01596_1bb660bd-664_M1_C1__2_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (2).jpg,1bb660bd-6647-42dd-bcc2-48f1039350fd,07b244d1078c301413cd28c603bebc2b879edd3258306dd731eb2ffa1ac7c8c6,217,186,RGB,True,,4310de5e8fc2401cb51250fae5f9f78d889242369a1177091ce98954bc334177
data/raw/train_raw/01607_ed80ef46-03c_M1_C1__3_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (3).jpg,ed80ef46-03cf-4f64-be55-0afc296d739c,07b244d1078c301413cd28c603bebc2b879edd3258306dd731eb2ffa1ac7c8c6,217,186,RGB,True,,4310de5e8fc2401cb51250fae5f9f78d889242369a1177091ce98954bc334177
data/raw/train_raw/01260_493f6d75-a1a_M1_C0__13_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (13).jpg,493f6d75-a1ae-4d70-bffc-3717099912c6,e29eac421fe4eb453937b0ac3a92d9aa7897b077a24c80ff78039b5e02913415,116,132,RGB,True,,43c65bba385d4f052de270ccf8107f9901253f1c1243e242ed775418b57d1dd9
data/raw/train_raw/01271_aa054416-2eb_M1_C0__14_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (14).jpg,aa054416-2ebf-4032-8a85-fb224e327e4b,e29eac421fe4eb453937b0ac3a92d9aa7897b077a24c80ff78039b5e02913415,116,132,RGB,True,,43c65bba385d4f052de270ccf8107f9901253f1c1243e242ed775418b57d1dd9
data/raw/train_raw/01822_0c414cff-582_M2_A0__180_.jpg,train_raw,M2,ears,A,0,not_present,no_pain,M2_A0 (180).jpg,0c414cff-582e-4bab-9c71-d8d5d5e00b8b,b22bc5792226778aef6c86173b65ba9fbfe67cad3f9bb3d29849fd06aa51fc54,173,339,RGB,True,,440202b6518203a56a591c0c03528abbc578a5f0ef63a02ae44bcf7b38b178dd
data/raw/train_raw/01823_a4315a95-6cc_M2_A0__181_.jpg,train_raw,M2,ears,A,0,not_present,no_pain,M2_A0 (181).jpg,a4315a95-6cca-4a87-ad4e-d6d30c4f17e2,b22bc5792226778aef6c86173b65ba9fbfe67cad3f9bb3d29849fd06aa51fc54,173,339,RGB,True,,440202b6518203a56a591c0c03528abbc578a5f0ef63a02ae44bcf7b38b178dd
data/raw/train_raw/01379_2eb97271-ad2_M1_C0__237_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (237).jpg,2eb97271-ad25-4d44-b8fc-6ba873995657,ac6a5f0cfe0287e5f8c7ef330cebe30699e2ae7fc10082385d4090cbee09d3b5,109,158,RGB,True,,447ac151f4295969ebfa7e486a208a488b96b00dc8b4be33b43c21c97f79ba85
data/raw/train_raw/01380_e666d565-d36_M1_C0__238_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (238).jpg,e666d565-d360-4f4e-9c57-c2b34820ad66,ac6a5f0cfe0287e5f8c7ef330cebe30699e2ae7fc10082385d4090cbee09d3b5,109,158,RGB,True,,447ac151f4295969ebfa7e486a208a488b96b00dc8b4be33b43c21c97f79ba85
data/raw/train_raw/00725_61173af2-da3_M1_B0__118_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (118).jpg,61173af2-da38-42b8-b59f-2ea5bd0ed7db,0eb3448e6aa2943f17a559201fb4c3c2aedc55d19f9c9215b7af7364ad7257bb,139,164,RGB,True,,44ab798b295cf3fde8690657d858de189595f66c545fecef4f0bf1b1ff8ed9e0
data/raw/train_raw/00726_69432432-0a7_M1_B0__119_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (119).jpg,69432432-0a7b-4ce6-b3ad-22611edb6d52,0eb3448e6aa2943f17a559201fb4c3c2aedc55d19f9c9215b7af7364ad7257bb,139,164,RGB,True,,44ab798b295cf3fde8690657d858de189595f66c545fecef4f0bf1b1ff8ed9e0
data/raw/train_raw/00687_1e9d166f-454_M1_A2__4_.jpg,train_raw,M1,ears,A,2,obviously_present,pain,M1_A2 (4).jpg,1e9d166f-4543-4ce2-81f3-656e5bed33c0,4bbae261b7252db753b685602f557d0c200f08b2aaaf317609ab869fb0ebb75a,239,226,RGB,True,,44b6e88728cda8cd2039e3c8b1d61558ed3165bf4870ca372b8355ae78707356
data/raw/train_raw/00698_6a2bc908-fdf_M1_A2__5_.jpg,train_raw,M1,ears,A,2,obviously_present,pain,M1_A2 (5).jpg,6a2bc908-fdf6-4a85-88e0-74c05e47d546,4bbae261b7252db753b685602f557d0c200f08b2aaaf317609ab869fb0ebb75a,239,226,RGB,True,,44b6e88728cda8cd2039e3c8b1d61558ed3165bf4870ca372b8355ae78707356
data/raw/train_raw/00041_b949e3f0-42c_M1_A0__136_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (136).jpg,b949e3f0-42c3-43e8-8638-2513b6ef9052,97b83c20c2ceacd4acd6f864818b24acad969d1d86f39ba5780fffd167b3121e,173,255,RGB,True,,44cd44bca0057992f2092f829a22f6c28459f47b01e358d3d4582837d06279ab
data/raw/train_raw/00042_4259f478-9e4_M1_A0__137_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (137).jpg,4259f478-9e4c-421b-b35d-741f25a4432d,97b83c20c2ceacd4acd6f864818b24acad969d1d86f39ba5780fffd167b3121e,173,255,RGB,True,,44cd44bca0057992f2092f829a22f6c28459f47b01e358d3d4582837d06279ab
data/raw/train_raw/01368_b9129ddc-8df_M1_C0__227_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (227).jpg,b9129ddc-8df1-4657-8e7c-45bde4a5cd6b,b90226889a21d2a1b5fd222af42251c44b2c4348cb298a40d71e464566c1d1cc,132,133,RGB,True,,452a4fe825c5afb0b6cd1255fe286743aec87f97a4fb23c2253769dfe75eca1c
data/raw/train_raw/01369_7b8a74a5-fa7_M1_C0__228_.jpg,train_raw,M1,mouth_nostrils,C,0,not_present,no_pain,M1_C0 (228).jpg,7b8a74a5-fa7b-477f-af2b-78e5f12e89c7,b90226889a21d2a1b5fd222af42251c44b2c4348cb298a40d71e464566c1d1cc,132,133,RGB,True,,452a4fe825c5afb0b6cd1255fe286743aec87f97a4fb23c2253769dfe75eca1c
data/raw/train_raw/00591_931725d5-7f0_M1_A1__30_.jpg,train_raw,M1,ears,A,1,moderately_present,pain,M1_A1 (30).jpg,931725d5-7f00-44fb-81f9-63137ef9adb3,6a098b3ff9d27b62976b0eb6af8d8d3a5de5496f15bdf4e1f870ebb2f321049b,157,226,RGB,True,,4556aed16ff7f61e5ea2bbad4ab37901e328611ecc9cebe126b68d398dba693a
data/raw/train_raw/00592_1c6e3584-d46_M1_A1__31_.jpg,train_raw,M1,ears,A,1,moderately_present,pain,M1_A1 (31).jpg,1c6e3584-d467-4c7e-a896-6b0fb597c669,6a098b3ff9d27b62976b0eb6af8d8d3a5de5496f15bdf4e1f870ebb2f321049b,157,226,RGB,True,,4556aed16ff7f61e5ea2bbad4ab37901e328611ecc9cebe126b68d398dba693a
data/raw/train_raw/01545_a7348185-990_M1_C1__14_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (14).jpg,a7348185-9907-4c66-b57e-ea28d010cb35,45d341aadbc113d5f69ed800efa5527578434fd17b3448f8a5afc74a42f70751,190,155,RGB,True,,457bbdc7fa60dfef8c9a1e526caa2f41e7abe4f2af1365e0073b489449e84008
data/raw/train_raw/01556_86ac67c9-f15_M1_C1__15_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (15).jpg,86ac67c9-f15f-4ad7-8d65-c7a26e9487ec,45d341aadbc113d5f69ed800efa5527578434fd17b3448f8a5afc74a42f70751,190,155,RGB,True,,457bbdc7fa60dfef8c9a1e526caa2f41e7abe4f2af1365e0073b489449e84008
data/raw/train_raw/00993_55beecc1-289_M1_B1__154_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (154).jpg,55beecc1-289e-4ccd-b430-051ff7cad904,418bf89f26b3c61a11fb341fa8078cdebdcdc4c691b5d75e0b95c35379d5c648,151,194,RGB,True,,45a06dbde041b950237a4c5d330d51a2b98b9d68aca0a4e05e41071021c39b34
data/raw/train_raw/00994_ca188726-436_M1_B1__155_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (155).jpg,ca188726-4364-40e9-b1ed-30875c290e1a,418bf89f26b3c61a11fb341fa8078cdebdcdc4c691b5d75e0b95c35379d5c648,151,194,RGB,True,,45a06dbde041b950237a4c5d330d51a2b98b9d68aca0a4e05e41071021c39b34
data/raw/train_raw/00928_920c3295-62e_M1_B0__96_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (96).jpg,920c3295-62ef-4a25-ad52-22fd371d3771,b2c18c33ddbacfb134dcb81aa3aa49b55279dced1baafaa20d4a4e720b04a06e,117,113,RGB,True,,45b72a1c2dc6290da97a0bd9013c9d27eeea888b212dd07c4e6391e9703064c3
data/raw/train_raw/00929_6da4dd29-dd2_M1_B0__97_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (97).jpg,6da4dd29-dd2d-4dcc-a9cf-cb0b21cb7bce,b2c18c33ddbacfb134dcb81aa3aa49b55279dced1baafaa20d4a4e720b04a06e,117,113,RGB,True,,45b72a1c2dc6290da97a0bd9013c9d27eeea888b212dd07c4e6391e9703064c3
data/raw/train_raw/00606_a21c5c34-b9e_M1_A1__44_.jpg,train_raw,M1,ears,A,1,moderately_present,pain,M1_A1 (44).jpg,a21c5c34-b9e7-464c-8090-07a522cef305,34f7e270c5d20b50990098f4601d083d4fa0625d2fc5891b1f29c11314d3f15a,179,263,RGB,True,,45ea0b9a0c111575432e3b60f11d3e8cb6e9b1fea9bbd23abfd46bf425dab7df
data/raw/train_raw/00607_dbeffd39-89d_M1_A1__45_.jpg,train_raw,M1,ears,A,1,moderately_present,pain,M1_A1 (45).jpg,dbeffd39-89dc-4408-a3af-8b1af055c7d0,34f7e270c5d20b50990098f4601d083d4fa0625d2fc5891b1f29c11314d3f15a,179,263,RGB,True,,45ea0b9a0c111575432e3b60f11d3e8cb6e9b1fea9bbd23abfd46bf425dab7df
data/raw/train_raw/00279_14660e08-1f9_M1_A0__350_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (350).jpg,14660e08-1f98-4ed8-8651-c5862333768c,a8776dd1458b6e9211ecc9ed3bea17c1883def6a34ebc90752ceeb8b133462fa,208,283,RGB,True,,46a17618ec03ac4a4091ceb3489cdbf4131677a8a98a1050659983f1c705c689
data/raw/train_raw/00280_17de7e86-994_M1_A0__351_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (351).jpg,17de7e86-994f-42e2-8c02-bba27cef9b2c,a8776dd1458b6e9211ecc9ed3bea17c1883def6a34ebc90752ceeb8b133462fa,208,283,RGB,True,,46a17618ec03ac4a4091ceb3489cdbf4131677a8a98a1050659983f1c705c689
data/raw/train_raw/00828_6f744480-dd6_M1_B0__210_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (210).jpg,6f744480-dd6c-4379-a7ac-27db8fb539d7,2add501e31374902db8bd7494355d3f804dc4eb8844803427011cab45a9b859b,127,167,RGB,True,,46ab133d95149178abe43ceff8324f6e9c82cbd505ef128e871742b980d82254
data/raw/train_raw/00829_a0ea836f-340_M1_B0__211_.jpg,train_raw,M1,eyes,B,0,not_present,no_pain,M1_B0 (211).jpg,a0ea836f-3407-4908-ba97-39e16d692a2d,2add501e31374902db8bd7494355d3f804dc4eb8844803427011cab45a9b859b,127,167,RGB,True,,46ab133d95149178abe43ceff8324f6e9c82cbd505ef128e871742b980d82254
data/raw/train_raw/00045_1ad0959f-51f_M1_A0__14_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (14).jpg,1ad0959f-51fe-4a3b-a76c-c924ad01d890,b5073d59cccdf7278e27f181b794d39f1aaf122f6d56688bb21872c82f21c01e,203,233,RGB,True,,46cde6e8aea8e374d17e1d95b12f3120aefcbbc7f4339c2df307321cc6524b6b
data/raw/train_raw/00056_ce6120fc-7cf_M1_A0__15_.jpg,train_raw,M1,ears,A,0,not_present,no_pain,M1_A0 (15).jpg,ce6120fc-7cf9-48d1-bbf1-d402f49098ad,b5073d59cccdf7278e27f181b794d39f1aaf122f6d56688bb21872c82f21c01e,203,233,RGB,True,,46cde6e8aea8e374d17e1d95b12f3120aefcbbc7f4339c2df307321cc6524b6b
data/raw/train_raw/00956_8444e4e1-ef5_M1_B1__120_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (120).jpg,8444e4e1-ef5d-4479-baf8-3a6788b74ae1,e27a4e785c302d75cc47158b98655fd6238427eeb042063ed43b4d1d7b42c226,88,124,RGB,True,,471a64bd9e866aec425975800d844b46dd0772acf2fef059ecc7a2e9159a2297
data/raw/train_raw/00957_20bda5d3-157_M1_B1__121_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (121).jpg,20bda5d3-1578-4d0d-91c5-87495eca8262,e27a4e785c302d75cc47158b98655fd6238427eeb042063ed43b4d1d7b42c226,88,124,RGB,True,,471a64bd9e866aec425975800d844b46dd0772acf2fef059ecc7a2e9159a2297
data/raw/train_raw/01563_bf8a8dc5-d11_M1_C1__156_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (156).jpg,bf8a8dc5-d118-4b89-b602-70f08e0e7b4b,d5f4410ef06e70292e7f296feaec25e377bd9f5f08b98ba94f3c0d65d6440fd6,143,158,RGB,True,,476af5d1fcbf48c5dd00005a39599dda3b7b1a75ce792d5f584d6c1b26275f4e
data/raw/train_raw/01564_7960ffc2-8af_M1_C1__157_.jpg,train_raw,M1,mouth_nostrils,C,1,moderately_present,pain,M1_C1 (157).jpg,7960ffc2-8af8-4996-b1a2-2b20baee469a,d5f4410ef06e70292e7f296feaec25e377bd9f5f08b98ba94f3c0d65d6440fd6,143,158,RGB,True,,476af5d1fcbf48c5dd00005a39599dda3b7b1a75ce792d5f584d6c1b26275f4e
data/raw/train_raw/00975_bc8ef9eb-ea4_M1_B1__138_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (138).jpg,bc8ef9eb-ea40-4a14-8df8-a33511028f65,59f8b7ab6fc8848965160ba5b72da1c076c29e1b2df2647e0ecea6de31327c0c,112,181,RGB,True,,4821c577b5465045e21196ed7995e60a60c8c042a51086bfe8bd2ef829de0c7d
data/raw/train_raw/00976_fbdc15d6-078_M1_B1__139_.jpg,train_raw,M1,eyes,B,1,moderately_present,pain,M1_B1 (139).jpg,fbdc15d6-0780-4be4-85a8-38fbe1b60dd1,59f8b7ab6fc8848965160ba5b72da1c076c29e1b2df2647e0ecea6de31327c0c,112,181,RGB,True,,4821c577b5465045e21196ed7995e60a60c8c042a51086bfe8bd2ef829de0c7d
data/raw/train_raw/01116_90cfabb1-9bd_M1_B2__100_.jpg,train_raw,M1,eyes,B,2,obviously_present,pain,M1_B2 (100).jpg,90cfabb1-9bd8-4556-b420-bd83e3fd65f8,bcbc2eb2d53518cecdedde90d78a67d7fbcaf79e8ad375e2ded8d6ea98a02219,62,108,RGB,True,,4894f76c9985e6744b9f796d484038ac515b4ceaf2ea3cde66ecb5837dc2505e
data/raw/train_raw/01117_bd445763-2f2_M1_B2__101_.jpg,train_raw,M1,eyes,B,2,obviously_present,pain,M1_B2 (101).jpg,bd445763-2f2e-474b-a9ec-d5a93fd6f911,bcbc2eb2d53518cecdedde90d78a67d7fbcaf79e8ad375e2ded8d6ea98a02219,62,108,RGB,True,,4894f76c9985e6744b9f796d484038ac515b4ceaf2ea3cde66ecb5837dc2505e
