image_path,split,horse_id,face_region,face_region_code,pain_score,pain_label,binary_pain_label,source_filename,source_file_id,source_sha256,exported_sha256,perceptual_hash,width,height,mode
data/raw/train_raw/00573_8f5c8edb-762_M1_A1__14_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (14).jpg,8f5c8edb-762b-4976-bb17-e640dc16b463,f4ab015ef2ce5b22f63b1409f9ef60ba7a408ab495cdc28d9c7206a1d4a8af45,5c1d731206c743ad36daf8adadc50a8c789370c6dcd001825774cbae2d89d949,b585b5a5216b6f48,121,243,RGB
data/raw/train_raw/00575_69374e4a-eb3_M1_A1__16_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (16).jpg,69374e4a-eb32-42a4-93e2-97c9fc2639e8,420bdf44edc9d7657b9d32ac610f10787093a7e8419d0af0044c39f92d5c378c,f9c95a76b8cda1136f1a3f14c9e5e0b1ea1780f04b84f9ba67d20facb09095c3,a7ca809c3d5cc7a5,275,277,RGB
data/raw/train_raw/00577_f00f2032-52e_M1_A1__18_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (18).jpg,f00f2032-52e4-402d-9e76-72bcff96f26f,cbe67a08ede8224c2ac434582692ebe28cd93cf04113f687e14c75acc48f352a,da7702287e0b7faa1595e39571b5e0906c3b9ab001280d8f54e35c1f0972502e,f8888f87e38faa21,154,315,RGB
data/raw/train_raw/00579_79ae431b-99d_M1_A1__2_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (2).jpg,79ae431b-99d8-485e-9ad0-16d37281dea5,0a5227be1210604210571b12a236bfe02dd1ca6373f41e6a5ccd12114f3320fb,9741e7b503f160f22a5dc7ca6b5ce29923553b29500371dc304d582f00151a5d,ba9697a5c16d21e2,190,220,RGB
data/raw/train_raw/00580_84f4a5fe-e9b_M1_A1__20_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (20).jpg,84f4a5fe-e9ba-4cbe-906c-9d8778d5fdb9,ab31cf12a1bfa3f60d91510ed7058fc80105adeb76486518effb1998df91813b,e985a983f548d0348f6877451d759f212d4001a01a73bd0a4c66586a342d5742,badc9084f46589dd,160,156,RGB
data/raw/train_raw/00582_124badeb-eec_M1_A1__22_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (22).jpg,124badeb-eeca-4ae7-8aef-1ca16cf4ce73,38b00081263133c03ab86ca24899acfb5ec6851066778e178698a81d6d9092b9,824b3bb43bb00d79f9913fbe7d123e5b293147836302381d17048f496a1ce24e,aa9bda52a6a6568a,122,144,RGB
data/raw/train_raw/00584_a35ecc42-733_M1_A1__24_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (24).jpg,a35ecc42-733f-4e56-a308-bcd15d6632c0,f32950806fb3f06afbf5ae6d9f21a7453f33ecb4f4756530044e7a451a20219b,b3d0cd0f35022b50dfe8e27b54c0de02157a476cfff8c2c5481a8fcb588e2d88,b8f484a6fb924565,163,240,RGB
data/raw/train_raw/00586_5f2f1bd0-26f_M1_A1__26_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (26).jpg,5f2f1bd0-26f5-4f5c-af18-1363ce1ee3bd,22f0a9f194995af65d61e5e2ee895180f345703f2184aa96459ad3fe67db4194,5709519ad48d7a0bd2e79356fede7a1e5dd39a69a9459213117ea451a0943c4a,afc39bc8102ce6ce,262,249,RGB
data/raw/train_raw/00588_fa00faf7-ca1_M1_A1__28_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (28).jpg,fa00faf7-ca1f-4216-aa3d-615427c2fac8,953b06be3b16b02ce8f5970dbe8b88377449122a24a31950e576ac283c6c4f60,916b9b19dcbf268dbf226356078d5e12adfde916adec6ee3b47325325d2de11d,afca9640363f9989,277,272,RGB
data/raw/train_raw/00591_931725d5-7f0_M1_A1__30_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (30).jpg,931725d5-7f00-44fb-81f9-63137ef9adb3,6a098b3ff9d27b62976b0eb6af8d8d3a5de5496f15bdf4e1f870ebb2f321049b,4556aed16ff7f61e5ea2bbad4ab37901e328611ecc9cebe126b68d398dba693a,c4c2eaf63b1d8c43,157,226,RGB
data/raw/train_raw/00593_9ea1d614-be8_M1_A1__32_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (32).jpg,9ea1d614-be8c-4857-9d29-50ba48ac2a9e,ad9816c67474c4f2074aac24f66bffbe54701305b271c52f180a41cb2302ad20,911b3ce084c275ab73febb1b9198b571cf87ad72a4d5f72f818eae75b7a884ee,b4eaed0b07cfc058,166,208,RGB
data/raw/train_raw/00595_6c3ec684-125_M1_A1__34_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (34).jpg,6c3ec684-1258-44a0-874f-d05f1a7c91bc,4c9916745bfe158d2b0e7931c6e04c79caebb99a45ce1a644d702bb15a9883aa,1eb89156026dfd63c6fecfeb9b9e9fe2d98d82faae079088b32b16bb53372f6b,a9dbca353476f404,132,226,RGB
data/raw/train_raw/00597_8d5f3ea5-bae_M1_A1__36_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (36).jpg,8d5f3ea5-bae6-4985-b8d8-df0d9f626629,c9365e83f6c1c15a1a1f5e73ff37bd4e225379c75af46d6608949cfaef00987e,3476e59ad2832e7bcef87df8405337b15a48b0c4a7aa72025e7e884705b04f7b,bac0059be1777253,125,184,RGB
data/raw/train_raw/00599_6b713e34-75c_M1_A1__38_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (38).jpg,6b713e34-75c5-4deb-892c-f81f4451525c,26d6fef0dee230ea114224e00bef32f0a00f7c86840b1daeca8c3f7ed8403fca,76ed077f567a917771d2a0b7ff58690e32352de1177d82e84486dde633b98f48,de87e1e888d0fd21,167,195,RGB
data/raw/train_raw/00601_3285c406-f3f_M1_A1__4_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (4).jpg,3285c406-f3f5-4d6e-8b7c-9778a8dcec25,4aca716e6f59f44327c2898f5767a5ad962baed7bc9bb343e6fe55b47671d9ba,494f736737893c3483885a7f1b07f6dbefab3bc68609fcc198d7920673fdf174,abd29295e4a6a555,172,195,RGB
data/raw/train_raw/00602_259b14d6-2c2_M1_A1__40_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (40).jpg,259b14d6-2c25-4dca-b1c1-11015a4c620e,1c9c5cea4bd725882b2d559b8a4992e9c0eb1cb0bba7980c31caf50c764d48f3,f4d8b1c7b10d73aa3d0707d3d70491e9c4a5e762deefb5a601ff1ae6edb2394b,bfdb80b1b8a6c682,178,166,RGB
data/raw/train_raw/00604_1043f93e-f14_M1_A1__42_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (42).jpg,1043f93e-f14d-47c7-a880-78cd32e2b488,64c0c7b82090658df524237c69bd4ab46d7a412697cbaa132773b944f9839f76,71d8f71b7861a3829f79783b73b28d85ee7f88217e22a066b527e7e7ac877f8f,afda983138eac686,197,239,RGB
data/raw/train_raw/00606_a21c5c34-b9e_M1_A1__44_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (44).jpg,a21c5c34-b9e7-464c-8090-07a522cef305,34f7e270c5d20b50990098f4601d083d4fa0625d2fc5891b1f29c11314d3f15a,45ea0b9a0c111575432e3b60f11d3e8cb6e9b1fea9bbd23abfd46bf425dab7df,8bcb8a3034eec7a6,179,263,RGB
data/raw/train_raw/00608_148b7248-163_M1_A1__46_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (46).jpg,148b7248-1636-4967-897c-15e24cc091f0,23f105cf5e145c24375f6a749f6599a994d66d54117d6479cd6041860a190f22,0f9063544036055f40a52a8a68d825914357ce618769ae1ff761eb0537af4730,a6c6fcb53a0dc684,142,216,RGB
data/raw/train_raw/00610_85a2e07a-d78_M1_A1__48_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (48).jpg,85a2e07a-d78c-4f44-a02f-743b59221fa0,0b069c6989a458e6ffb1816ff97816149ff48c0b300ab7adc15e365cd2a5cb56,5cdce67638e01d5156d771b01b74a63ae5e3a02322d00540c52bd11b12217c47,a5caeab62f0989e2,127,186,RGB
data/raw/train_raw/00613_a96b69cf-1ef_M1_A1__50_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (50).jpg,a96b69cf-1ef9-4db8-9b47-ad24230a8450,428c00d755f215c874074e1005d1fbaef432dfd3175a2759887fb7ea707720ef,153f158a7d646bfb6c95f80ef508b46ecdaf5483a1d9418a9698209a0c7b2cb6,aa96b6e426ecc90b,135,194,RGB
data/raw/train_raw/00615_c87261a5-4dc_M1_A1__52_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (52).jpg,c87261a5-4dc1-400b-b0a8-78e765e6c9e1,c3d50a2c4f6bb613e352a5ca2a3aac8c688cd05ca2815102d79ae607a4238dda,78635c343e1348891ff5ed26c0e7c648ba9479fce22757f4d0a5d7bc9b612c10,ace4ce0b1356f8e8,101,169,RGB
data/raw/train_raw/00617_b8323106-523_M1_A1__54_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (54).jpg,b8323106-523d-44ee-86b8-ff5e70ef95ce,58a331718cd1ee715f2082b804eb49673ab8adc9a3e6662a69c4a01a958f5604,8f2140552ec8da06cad65e258d00a0f954bffa7b517d92baf58bf421418a6c44,a8ce9d397b30078e,166,199,RGB
data/raw/train_raw/00619_41069223-a97_M1_A1__56_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (56).jpg,41069223-a974-4d1c-b77c-4f08d01a572f,995d0448409b0ff3c6ec1e48334786b60678fd1004aa4f9b3ea548307726ac41,b3b47db30fc7adb3827939256d35ec4083733bf90b3f3d368a2fdd80ff285aae,aadd993b7330848e,167,235,RGB
data/raw/train_raw/00621_a53f0ae3-c4f_M1_A1__58_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (58).jpg,a53f0ae3-c4f3-4930-bb61-151bc6ca4c05,8f03ba6d54e1e6a5c825bf9093711fea815bb30eb6ad0cc978c194f9d6ac685b,6ed976e78178700bd73604ad2d04a0b90f37ba201773e23a7233b872b35b9eb5,90539d38ac6c4b5f,109,213,RGB
data/raw/train_raw/00623_7d4a1d68-765_M1_A1__6_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (6).jpg,7d4a1d68-7651-48a4-81ca-b74ea8c52658,ebe880630dec8b65f3052370ba0e51d72cfc9da68486f1cb831439b6131c0079,ccd9aeeb109fb0ae8a82d74771f6cd573a8da16f8ffc3223874673d878e55fe8,ba969685c4a5e555,175,185,RGB
data/raw/train_raw/00624_1966d4ce-a86_M1_A1__60_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (60).jpg,1966d4ce-a860-4bff-ae81-faeac82c961f,4ed529361d2f38a0e56043025df3ae89eae31ea196c0d9b2684804702a65d172,d0c1e23e542f99129f96b00fdcca2a0483c5fd6608ec64197cb3a51bb0f59753,abcfc0b0b911cf64,213,253,RGB
data/raw/train_raw/00626_e43d9033-bd8_M1_A1__62_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (62).jpg,e43d9033-bd87-457e-8ea1-38db222b5582,0373e54095bbadb95dbc7b6069617caf026d90130449a8d98cc19b62e63848db,12a167eb6f7baf2d8c1b9ddf9d0d3aad8e223646c51b9e88327db165e3de981b,e2f2fa7d3d1d0300,133,232,RGB
data/raw/train_raw/00628_c016f5c6-c8c_M1_A1__64_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (64).jpg,c016f5c6-c8c8-4fa1-858e-586e28e87c38,5d9156052e3124f8ab0bb33ad587e385bcbd45973f2d441737841219d84e3b58,843775974830db32ca2e888e4a5d189a6505b022f697757035fdfd0245bb3229,a6e4dbb190928bb9,112,229,RGB
data/raw/train_raw/00630_cb08fcd6-1d9_M1_A1__66_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (66).jpg,cb08fcd6-1d9f-4f0b-9453-9c0208ab34b4,b48730efcc86ed196ce4e76c161e258fac70bf2bcd3c81075dca0f0d695d5903,d1e1b0ef9037c4bebec48c2d55501970206a82a64f51f899e2c230a30f9541b4,ac898f9be24253d6,100,249,RGB
data/raw/train_raw/00632_efa00e9c-65e_M1_A1__68_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (68).jpg,efa00e9c-65ea-4f16-972c-855d95c70d73,1babfd71da6591c98a510fba0c683d969f40390a352d731ba048b45259ec5729,684cd26b6c66ab3f63ba75553a9b6cd1dd10a18d2dc49c3a50ed6ff868a31d6f,b2abe874651d89c3,152,231,RGB
data/raw/train_raw/00635_bef5089d-412_M1_A1__70_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (70).jpg,bef5089d-412a-4b97-a766-8237ad2d7877,bcb43241157f986bbaad3dd8586a45f541a20d498737f8cd5d4ea26219fd0c4d,b1fe62bd47b2cb460c6d8ec96046b8fc743c34ae6baa914f2245e36d01320cd2,bcee8c489779e013,181,306,RGB
data/raw/train_raw/00637_8234db82-27e_M1_A1__72_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (72).jpg,8234db82-27e8-409a-ba33-c8fe22be1b3b,d396d9ed451bbd1f5979de6ca076c0697b4d15a36a6aae71eff6981047ff5c30,fd91c80eb34dc965b98979eb424437bf0f331eae7b73d1745aec3f143ddcbf98,aec6dc109064d7f5,174,314,RGB
data/raw/train_raw/00639_578d9311-3eb_M1_A1__74_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (74).jpg,578d9311-3eb9-475a-84bf-e0dca0888522,051774bcf78e5c8b36ef8f582dc898ace46ad6eb8394ee79c3fbed8c6bc682f6,7fe215d6878d9e5f2e5e5100ff387dddf356c958713df0d35879286e3627bcc5,93d5d56069598ab5,233,327,RGB
data/raw/train_raw/00641_37aed858-d07_M1_A1__76_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (76).jpg,37aed858-d071-4db8-b229-83d78e6e11ce,055e6704280dc9161322adce7e15107272c7b4d9fbb4eb86d53e9793b6cd180d,ca2ff5f1173116c9f02b069b3cf8756bee213119d9775329c8a6e1115e2d4aa6,ac8dd5a371dad094,225,264,RGB
data/raw/train_raw/00643_76756338-633_M1_A1__78_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (78).jpg,76756338-6331-4b71-acb3-9d02c09a8d19,8084758ba912bb670f33a9db35619381335edd04cc22b2c7c9fce5bbf654f4c0,5e2d096c2d3868e9aae34cf8349222cd6ff87cf7ee6d891110c314796bc794ac,b9b9f95ad2968604,163,296,RGB
data/raw/train_raw/00645_9bdce658-0e0_M1_A1__8_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (8).jpg,9bdce658-0e0a-4909-8803-dd09578a8e2b,62c50cd6714003b6ce5bcff5b83568a47554d95bbd5ec7df58a30a064aa6ad71,1d60c3678448c0533ca3ec8a32050202f247390162635fab1bcc00fe1f500c1a,aa8697a8783838fe,198,269,RGB
data/raw/train_raw/00646_97bbe435-a97_M1_A1__80_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (80).jpg,97bbe435-a975-4fb3-b8d5-b5e67fd93b0b,49831ff203b1d0275d3a93e7a610b4208ee9e2c7d61b98b513fa48ca7e0c7aa5,35e8afd545d98fb8f6d2e6db24b15d94606076adc56ff4ffd9ec4f19f7d23cb3,c83b67ec9cc3423c,157,183,RGB
data/raw/train_raw/00648_ac98b739-462_M1_A1__82_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (82).jpg,ac98b739-462a-4e88-bd32-221e2c355f61,0b6d95aebd698bc82c317d17abe4be9032e1136c9fa1255ee60e9bc9eda57469,3195f3376923c72b47c0529a64775c0b07b87a8cd89dd858d16cbfaebd1e08c1,a9d9588da5a52b99,142,215,RGB
data/raw/train_raw/00650_16cdd7ce-851_M1_A1__84_.jpg,train,M1,ears,A,1,moderately_present,pain,M1_A1 (84).jpg,16cdd7ce-851a-400a-869d-b3e0e56fcbb0,eec10b7d836123be28026c4a516d0764e3f52ddcb19cdf070addf21ca444d756,97af63bcfe5e8391c34aba6bfb5f722ba9ec2c8d08184599028c7c517f891fb1,b44acd86474bc3e5,156,208,RGB
data/raw/train_raw/00654_b9c0daec-429_M1_A2__1_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (1).jpg,b9c0daec-429c-4e15-8153-e12470272665,c28f0934924b7f72a6f54203fef330267f48b09ad41178f2dfbd37668a0b5096,b21dccb10ea5d3e8468782b255e97230410b86dcebef9737d0409ca0aa6b6a25,b6ae4e3ff84282d0,205,297,RGB
data/raw/train_raw/00655_2f5c462f-cd4_M1_A2__10_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (10).jpg,2f5c462f-cd48-4dce-94a0-b534cdc75471,c43b8035e9fcaf75ab9703e2e1613b96b179dd483d3d5dd2587ab4c0946a8ef1,f2403ab209e5eb6353982776fbb6befb6b4b01023f03365e1851574034724b77,ebdbc02027d78f90,119,201,RGB
data/raw/train_raw/00657_1d32d340-181_M1_A2__12_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (12).jpg,1d32d340-1810-449f-a346-4cf85c7f11d1,02cfb61e3c5c2b68114a7d7f0a4c983c67604d3fa392f67dc6699bb1d3f9439e,7c4c746d783f87165afbb84525f4299962ae23b9a97e1431db0aa65a4bf1b1fc,ab9287742e9d5165,148,156,RGB
data/raw/train_raw/00659_4986c6db-473_M1_A2__14_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (14).jpg,4986c6db-4732-4867-91ff-45c4658b254f,9eb1464c7112ba97e4cfce6b3c4262a48c835b2e083fdc1db76dd86ed9b5de2f,089f80bb923d44fad1fde68ebc1368e864e90f935ccc291c6cd1abfcde66bd3b,eedeccc565f05030,169,245,RGB
data/raw/train_raw/00661_39c5138d-6e3_M1_A2__16_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (16).jpg,39c5138d-6e33-40c6-801c-8fea7ae8933d,4efaad8a2f44188f04e3b16f8e2e0aa85a19a1a2fd76252a7b5095b89a061a90,6854b6d71ff64a6e892d2f4b22cbc88bc0503508e434d1230d699f31e60f2540,89bbf9ada4ac88a8,171,266,RGB
data/raw/train_raw/00663_748c6bfd-c6a_M1_A2__18_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (18).jpg,748c6bfd-c6a7-46c7-9813-ee2c395fcb18,b5713ffe6f6dabcd37682ae6a6c387f674c45c8b81ced75a108d0422ffaa46ec,ebba2fe4ce4a3e857871416b150a7783ead82a66c98ba37ed89d0edc16c1b2d1,abd2dab5a71909a8,122,204,RGB
data/raw/train_raw/00665_a5fe8c39-61f_M1_A2__2_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (2).jpg,a5fe8c39-61f9-4157-9500-748320f1f58c,0ac9d779d33895fa0af68a1254892221635895c816df4003df36d3c3cd0fbf87,26a2746be3a5775b1dc85aedc8421516bb79c8836829f62ae272779a80eac7b5,ea8881d1dc8e87e7,223,205,RGB
data/raw/train_raw/00666_2e58ab26-af0_M1_A2__20_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (20).jpg,2e58ab26-af09-44ab-98fc-aea884cc7b7d,f10e3fa92e8cd3d82389113d5632d527ba9262a5407efedd0193dc6bee735a30,05f4dda857d4f36b8cc539cf1c4e60d858f16dea15f3295f549a155ad04a2b83,a8f0f5e4f5978a04,153,202,RGB
data/raw/train_raw/00668_2de50473-39b_M1_A2__22_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (22).jpg,2de50473-39b3-4112-aeb0-4ec761870c72,89ee28b9f0e4f8b7b97b789308111a03571c54ab1ab7da52e7a5861b728d088f,b97d6ac3923913877175c8d2685b5df47279e835df107a9cd6f6ebd6d4bc5b8f,e5faf5746884842b,141,214,RGB
data/raw/train_raw/00670_f0afc190-8b4_M1_A2__24_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (24).jpg,f0afc190-8b43-4357-a88e-9934bd04db9f,ae04c588b938c2eb9287fc367dd0338d4fcc0919861ed720eb6fc2ef68268436,5281ae0a9b896ec6e7af435489b970dfd2564a53d9c6a318f79010e28d54a0e8,cbdb9134bc8c8723,184,298,RGB
data/raw/train_raw/00672_3957a322-577_M1_A2__26_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (26).jpg,3957a322-5776-4c78-8eb2-138188cdfa1a,57b048905b0a272adc6bb28584827f9834c171ea42d7dad57f3b739731f9cc34,be3e8467d31152b2683189c545d04b02b9e384775c3ba56eff24ccb286ee5b96,ebdb88a198dc99a1,171,223,RGB
data/raw/train_raw/00674_906ce95f-15a_M1_A2__28_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (28).jpg,906ce95f-15a9-456d-90d1-0817bb3a19bd,b315b556f9a36e2f40d9102e98f12278d45acc455fbc92bd7ad8d28c3cfc5e4c,403af618df8a193ad8a7db5033c8e8880f3aec2b507f850b44e2b1bb12585374,e9f2ca810f9999d8,172,238,RGB
data/raw/train_raw/00677_386d398e-385_M1_A2__30_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (30).jpg,386d398e-3850-4953-8dcc-87c06d9fdb0b,70639400d3eeb598fb6df39c4180004493acb86cd1c188e6df8deba67f006017,1cdc9f16b39a21f8e53580b8bb22cd863c9d629646260ae31fc8a06eefce5cba,9f82c29bfb3a3421,118,189,RGB
data/raw/train_raw/00679_7a002404-6ac_M1_A2__32_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (32).jpg,7a002404-6ac4-48fc-b768-6747366f6a6c,55f6fdd012a073eb46780538ba0002cea7b83844313041165edfddbd3105741a,4d70e0898ba74c97c5daa94f02ecf5247bba904365aafc3abb12e36bcbf65344,b7b78b4b8584d8c8,145,266,RGB
data/raw/train_raw/00681_eeb06e87-9c3_M1_A2__34_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (34).jpg,eeb06e87-9c3c-4f7a-b2a2-da3a01f900e6,85b5da0be6b761ac38b958ad13bb621364b4a8b2d3c846c19408cea076b2b3fa,5b1ad1c68fd07daf50d2af660bef29afe9286dfdd59facaf90a4265e9da77d63,aade85a7a56495d0,154,220,RGB
data/raw/train_raw/00683_464e80fe-98c_M1_A2__36_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (36).jpg,464e80fe-98c3-4cf4-abf5-7080048c57ce,c96c370e42684c4f0371acbd3880591c6e9094b158c0601df0d39448ff82b98e,18dae16ffb1bfe737e9e2e3b1e11c587567bb78b6d566092f5628192ad5379ef,f8b88fcca4659583,145,175,RGB
data/raw/train_raw/00685_733741e1-8dc_M1_A2__38_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (38).jpg,733741e1-8dc5-40a3-803f-fce80dfc4714,b0a64b14235991c25f266009b22d1a83afbf0798d240c603133bbebf39e20e8d,d3c9cfe8d97b0f3300a7575fcd31e494efd3cc8514aa8bccf1abb0eb8f62682c,fcad8707f21310f8,108,216,RGB
data/raw/train_raw/00687_1e9d166f-454_M1_A2__4_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (4).jpg,1e9d166f-4543-4ce2-81f3-656e5bed33c0,4bbae261b7252db753b685602f557d0c200f08b2aaaf317609ab869fb0ebb75a,44b6e88728cda8cd2039e3c8b1d61558ed3165bf4870ca372b8355ae78707356,fa8a833e1f417171,239,226,RGB
data/raw/train_raw/00688_312c3670-83c_M1_A2__40_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (40).jpg,312c3670-83ce-4472-92cd-b1f8ef4da07b,96b849a7aaff13bf4fd55cfb4a157912484040bc3ae5e8fe8284e70802315681,9532775fc8dc02bf7cd655467b8fd7fd4a787229361cc7288d5a07618865e1b8,aeacd4296b5e9485,220,300,RGB
data/raw/train_raw/00690_e4eaa9f7-592_M1_A2__42_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (42).jpg,e4eaa9f7-592d-4b72-a43a-bbb2d603c1d7,0fa4cdcb9f41a8cdde57344a4d884cc233e0947a951c8bbdc3d351b294bc7f55,b2368e82d1ce0755404d91178e973e29c164f5e9b02661b75cd9fa9eae883eb3,a8abf1f2d3d1908c,174,294,RGB
data/raw/train_raw/00692_04fbe07f-4c5_M1_A2__44_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (44).jpg,04fbe07f-4c52-41bf-bba2-df2df676fb15,8b26de17d9dbba8f305659e9cbb3b0c57a92558ea67bef7d5fcf88f2cd65d50c,5bad1ba76a528ebfc28805b00313022ae1f9ec196f7e1de0d92eef0d764a8771,a2b2d35285adad4d,208,287,RGB
data/raw/train_raw/00694_9f4a11b4-67e_M1_A2__46_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (46).jpg,9f4a11b4-67e8-49ad-a9c9-63593c779c67,e19f81ecde15176c017030a0021bbf348cbf6c733270a97607f97516287768f0,bfb8ab2b4e343e4907f1668346af125a5bcef911bfcef283fbf228daae964d22,eaeedecfc5400131,160,156,RGB
data/raw/train_raw/00696_fc8c2016-ef8_M1_A2__48_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (48).jpg,fc8c2016-ef8f-4006-ab45-1e9d0b9516c7,fc90e94859618c9cc4f6f5d7a684fd2a8e2ea1ab9cd7e7e05bf2b8a2ef17ea7b,5bef409158b95fae9bd9917c1b27fd4e78ddf9ba55e7c696861a0e53c04cc605,a44bcd4647e3b1a5,178,221,RGB
data/raw/train_raw/00700_a359de7a-765_M1_A2__6_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (6).jpg,a359de7a-765b-497f-b045-2658722caeab,735e40eee1b38dd2814ec7fdaa2466ce095ec3c28ce1fb5c6b68372db82c07d6,d28f82704a94db5a056d1917ec37cbfb75cf3974bd7c9eb71cc64a6b83d973d5,e7ebed12184cc4d1,156,241,RGB
data/raw/train_raw/00702_7109a0b4-059_M1_A2__8_.jpg,train,M1,ears,A,2,obviously_present,pain,M1_A2 (8).jpg,7109a0b4-0591-49d6-be44-c6458faebdc1,0b8462a6ed624ef4d4b394cf536e3f72f842f3bd011d5f3e11716c67e4dd0f71,4e2f5aae49c57e5ef0459d4a0d7c67e66f60236571af0c106f391491a231b569,e5c3fd321128acf2,164,244,RGB
data/raw/train_raw/00704_c3e8b15c-d0f_M1_B0__1_.jpg,train,M1,eyes,B,0,not_present,no_pain,M1_B0 (1).jpg,c3e8b15c-d0f7-42de-a6f2-7e39e877029c,3831804bf5dd711dd93c29695fca305c382ea8d45979684a23ea9f7ae38d6768,3abb712731784b6cc7108e32db8fffed5dfdc64ecbd80ca38ca2c483e6016d8a,9063e988bc36373b,96,136,RGB
data/raw/train_raw/00705_91bb2b8c-dcc_M1_B0__10_.jpg,train,M1,eyes,B,0,not_present,no_pain,M1_B0 (10).jpg,91bb2b8c-dcce-4275-aa1c-48d98c33cc09,5648084dd29b8a949ae3e93cfb5a4d252f6b0a9b58650068a418fef736d3868b,10c36aa280d7244846f81ec7ffbe58b5029ffc1cc54a727d4e789f4a39bd2ea9,93e0e9b92436b2cb,142,151,RGB
data/raw/train_raw/00706_a948abcc-3cc_M1_B0__100_.jpg,train,M1,eyes,B,0,not_present,no_pain,M1_B0 (100).jpg,a948abcc-3ccb-4272-83c7-135046603d4e,62844df44543d7f4e92fe788d188bd2dacbba69a8d19883cde9c31de55148f42,5413421d1649e5dd2cd8947a571e9acd2051dc6fbdd27a4d48a9830ade6b8f17,853d9d616366989b,94,109,RGB
